,target_sa2,mcc,avg_spent_index,trx_count_index
1399,407021150,Luxury and Speciality Stores,0.058640784,0.012573304
1400,407021150,Medical and Personal Care,0.091144319,0.003012882
1401,407021150,Personal Services,0.145443146,0.022369523
1402,407021150,Retail Food Grocery and Supermarkets,5.50E-17,0.032359131
1403,407021150,Travel Accommodation and Rentals,0.034603417,0.033233304
1404,407021151,Apparel Discount and Department Stores,0.137011716,0.013879081
1405,407021151,Auto and Transportation,0.043709722,0.083620066
1406,407021151,Dining Sports and Entertainment,0.039477646,0.118960272
1407,407021151,Hardware Supplies and Homewares,0.184198267,0.030203333
1408,407021151,Luxury and Speciality Stores,0.037232934,0.030480864
1409,407021151,Medical and Personal Care,0.06286876,0.004405097
1410,407021151,Personal Services,0.409379534,0.011175431
1411,407021151,Professional Services,0.053260183,0.059187816
1412,407021151,Retail Food Grocery and Supermarkets,0.309016944,0.146838068
1413,407021151,Trades and Light Manufacturing,0.145491243,0.088428168
1414,407021151,Travel Accommodation and Rentals,0.024187911,0.020331284
1415,407021152,Apparel Discount and Department Stores,0.148566644,0.016453411
1416,407021152,Auto and Transportation,0.063706903,0.04367792
1417,407021152,Dining Sports and Entertainment,0.056969612,0.056868679
1418,407021152,Hardware Supplies and Homewares,0.34166778,0.019696693
1419,407021152,Luxury and Speciality Stores,0.096019342,0.023142566
1420,407021152,Medical and Personal Care,0.037725516,0.024992676
1421,407021152,Personal Services,0.438735629,0.011320567
1422,407021152,Professional Services,0.050980947,0.029710601
1423,407021152,Retail Food Grocery and Supermarkets,0.773317146,0.042416391
1424,407021154,Apparel Discount and Department Stores,0.128082569,0.047537074
1425,407021154,Auto and Transportation,0.066042877,0.053147718
1426,407021154,Dining Sports and Entertainment,0.069685457,0.057219092
1427,407021154,Hardware Supplies and Homewares,0.345493663,0.040134147
1428,407021154,Luxury and Speciality Stores,0.141504454,0.03844635
1429,407021154,Medical and Personal Care,0.041516584,0.041828263
1430,407021154,Personal Services,0.329161597,0.026758835
1431,407021154,Professional Services,0,0.057885196
1432,407021154,Retail Food Grocery and Supermarkets,0.445494566,0.086682822
1433,407021154,Trades and Light Manufacturing,0.12479111,0.144567559
1434,407021154,Travel Accommodation and Rentals,0.020399318,0.039501888
1435,407021155,Auto and Transportation,0.046614865,0.020599094
1436,407021155,Dining Sports and Entertainment,0.103781464,0.007975318
1437,407021155,Personal Services,0.464154471,0.009848479
1438,407021155,Professional Services,1,0.000141117
1439,407021155,Retail Food Grocery and Supermarkets,0.229176395,0.001030559
1440,407021155,Travel Accommodation and Rentals,0.044160774,0.016710145
1441,407021156,Apparel Discount and Department Stores,0.155694055,0.003867363
1442,407021156,Auto and Transportation,0.056197482,0.060607848
1443,407021156,Dining Sports and Entertainment,0.020971768,0.045158234
1444,407021156,Luxury and Speciality Stores,1,0
1445,407021156,Medical and Personal Care,0.031225543,0.006509545
1446,407021156,Personal Services,0.199635931,0.010186437
1447,407021156,Professional Services,0.134072523,0.016347886
1448,407021156,Retail Food Grocery and Supermarkets,0.649307935,0.033497298
1449,407021156,Trades and Light Manufacturing,0.293014414,0.058674411
1450,407021156,Travel Accommodation and Rentals,0.041606259,0.00775535
1451,407021157,Apparel Discount and Department Stores,0.070216343,0.013155295
1452,407021157,Auto and Transportation,0.073791023,0.20924333
1453,407021157,Dining Sports and Entertainment,0.166491257,0.030867654
1454,407021157,Hardware Supplies and Homewares,0.104603452,0.009467839
1455,407021157,Luxury and Speciality Stores,0.063790872,0.031089046
1456,407021157,Medical and Personal Care,0.049525581,0.01611529
1457,407021157,Personal Services,0.198152869,0.024733158
1458,407021157,Professional Services,0.025601426,0.033906124
1459,407021157,Retail Food Grocery and Supermarkets,0.326785568,0.085122498
1460,407021157,Trades and Light Manufacturing,0.215172456,0.095283434
1461,407021157,Travel Accommodation and Rentals,0.021263804,0.033203659
1462,407021158,Apparel Discount and Department Stores,0.108089038,0.021652931
1463,407021158,Auto and Transportation,0.045468982,0.023392837
1464,407021158,Dining Sports and Entertainment,0.079049562,0.033228536
1465,407021158,Hardware Supplies and Homewares,0.124230557,0.035492822
1466,407021158,Luxury and Speciality Stores,0.249085571,0.0077522
1467,407021158,Medical and Personal Care,0.054582212,0.042556623
1468,407021158,Personal Services,0.70115071,0.005844813
1469,407021158,Professional Services,0.075114917,0.044397647
1470,407021158,Retail Food Grocery and Supermarkets,0.153475764,0.050327689
1471,407021158,Trades and Light Manufacturing,0.170895722,0.102793283
1472,407021158,Travel Accommodation and Rentals,0.064363588,0.002950727
1473,407021173,Apparel Discount and Department Stores,0.105559076,0.046611802
1474,407021173,Auto and Transportation,0.046599635,0.059707685
1475,407021173,Dining Sports and Entertainment,0.098272139,0.108784596
1476,407021173,Hardware Supplies and Homewares,0.275709543,0.092120455
1477,407021173,Luxury and Speciality Stores,0.202727304,0.04366235
1478,407021173,Medical and Personal Care,0.065120721,0.064764869
1479,407021173,Personal Services,0.270917834,0.040847342
1480,407021173,Professional Services,0.051110616,0.071725538
1481,407021173,Retail Food Grocery and Supermarkets,0.449281475,0.115029396
1482,407021173,Trades and Light Manufacturing,0.373812884,0.148185616
1483,407021173,Travel Accommodation and Rentals,0.022439698,0.046069194
1484,407021174,Apparel Discount and Department Stores,0.126215926,0.081155945
1485,407021174,Auto and Transportation,0.050499405,0.065260914
1486,407021174,Dining Sports and Entertainment,0.091254697,0.072905451
1487,407021174,Hardware Supplies and Homewares,0.24811878,0.038788626
1488,407021174,Luxury and Speciality Stores,0.199978652,0.049790621
1489,407021174,Medical and Personal Care,0.064458987,0.071570058
1490,407021174,Personal Services,0.269866734,0.070164708
1491,407021174,Professional Services,0.120602728,0.050433121
1492,407021174,Retail Food Grocery and Supermarkets,0.529622705,0.053202079
1493,407021174,Trades and Light Manufacturing,0.152444767,0.147054973
1494,407021174,Travel Accommodation and Rentals,0.056104194,0.005497838
1495,407031159,Auto and Transportation,0.155288026,0.02758916
1496,407031159,Dining Sports and Entertainment,0.128390293,0.047669852
1497,407031159,Hardware Supplies and Homewares,0.085782531,0.019763246
1498,407031159,Luxury and Speciality Stores,0.019195622,0.046967224
1499,407031159,Medical and Personal Care,0.578865004,0.001470157
1500,407031159,Personal Services,0.106935238,0.016742414
1501,407031159,Professional Services,0.069607817,0.033732442
1502,407031159,Retail Food Grocery and Supermarkets,0.386723518,0.052045287
1503,407031159,Trades and Light Manufacturing,0.116418861,0.058019828
1504,407031159,Travel Accommodation and Rentals,0.038902266,0.0114563
1505,407031160,Apparel Discount and Department Stores,0.111666811,0.06855816
1506,407031160,Auto and Transportation,0.114256253,0.041624481
1507,407031160,Dining Sports and Entertainment,0.153156462,0.037051755
1508,407031160,Hardware Supplies and Homewares,0.240434786,0.08729394
1509,407031160,Luxury and Speciality Stores,0.123443937,0.044713996
1510,407031160,Medical and Personal Care,0.017861315,0.069191467
1511,407031160,Personal Services,0.279633645,0.047048774
1512,407031160,Professional Services,0.038211202,0.125116693
1513,407031160,Retail Food Grocery and Supermarkets,0.500586061,0.085691581
1514,407031160,Trades and Light Manufacturing,0.110458548,0.253394904
1515,407031160,Travel Accommodation and Rentals,0.034857495,0.042386486
1516,407031161,Apparel Discount and Department Stores,0.020628844,0.005929175
1517,407031161,Auto and Transportation,0.044339745,0.041569292
1518,407031161,Dining Sports and Entertainment,0.202660106,0.011438337
1519,407031161,Hardware Supplies and Homewares,0.379383805,0.012702877
1520,407031161,Luxury and Speciality Stores,0.147615214,0.005841075
1521,407031161,Medical and Personal Care,0.030911744,0.013467932
1522,407031161,Personal Services,0.221961447,0.009394412
1523,407031161,Professional Services,0.071763103,0.016331604
1524,407031161,Retail Food Grocery and Supermarkets,0.502097736,0.037687823
1525,407031161,Trades and Light Manufacturing,0.227877791,0.017007248
1526,407031161,Travel Accommodation and Rentals,0.015443376,0.018306365
1527,407031162,Apparel Discount and Department Stores,0.122603344,0.032024585
1528,407031162,Auto and Transportation,0.0553045,0.070500133
1529,407031162,Dining Sports and Entertainment,0.074603038,0.065627043
1530,407031162,Hardware Supplies and Homewares,0.178234418,0.035761927
1531,407031162,Luxury and Speciality Stores,0.058540089,0.047512053
1532,407031162,Medical and Personal Care,0.036053797,0.045021219
1533,407031162,Personal Services,0.192056309,0.029445914
1534,407031162,Professional Services,0.040432982,0.048077549
1535,407031162,Retail Food Grocery and Supermarkets,0.567574098,0.055281821
1536,407031162,Trades and Light Manufacturing,0.222793756,0.100639111
1537,407031162,Travel Accommodation and Rentals,0.04209004,0.03661501
1538,407031163,Auto and Transportation,0.044450752,0.01221406
1539,407031163,Dining Sports and Entertainment,0.077036585,0.011082051
1540,407031163,Hardware Supplies and Homewares,0.220582441,0.021493615
1541,407031163,Luxury and Speciality Stores,0.103457264,0.020222028
1542,407031163,Medical and Personal Care,0.046936886,0.013107784
1543,407031163,Personal Services,0.199044431,0.015222638
1544,407031163,Professional Services,0.029453005,0.048853694
1545,407031163,Retail Food Grocery and Supermarkets,0.369072881,0.020482873
1546,407031163,Trades and Light Manufacturing,0.123871175,0.110434048
1547,407031163,Travel Accommodation and Rentals,0.048174502,0.014131109
1548,407031164,Auto and Transportation,0.036520753,0.052089598
1549,407031164,Dining Sports and Entertainment,0.11442947,0.073839233
1550,407031164,Hardware Supplies and Homewares,0.214188907,0.027147698
1551,407031164,Luxury and Speciality Stores,0.089672934,0.029581263
1552,407031164,Medical and Personal Care,0.037916499,0.047526131
1553,407031164,Personal Services,0.210390106,0.026783715
1554,407031164,Professional Services,0.07531272,0.016163349
1555,407031164,Retail Food Grocery and Supermarkets,0.27316165,0.30857578
1556,407031164,Trades and Light Manufacturing,0.240573681,0.107613392
1557,407031164,Travel Accommodation and Rentals,0.023381683,0.040270354
1558,407031165,Apparel Discount and Department Stores,0.126476935,0.198239049
1559,407031165,Auto and Transportation,0.055345329,0.167388574
1560,407031165,Dining Sports and Entertainment,0.10741211,0.286191384
1561,407031165,Hardware Supplies and Homewares,0.194002841,0.124334835
1562,407031165,Luxury and Speciality Stores,0.088982255,0.10427353
1563,407031165,Medical and Personal Care,0.035793637,0.058612784
1564,407031165,Personal Services,0.319709836,0.050818149
1565,407031165,Professional Services,0.047960028,0.126886086
1566,407031165,Retail Food Grocery and Supermarkets,0.279621782,0.488677305
1567,407031165,Trades and Light Manufacturing,0.1284382,0.134237054
1568,407031165,Travel Accommodation and Rentals,0.024220375,0.01449824
1569,407031166,Apparel Discount and Department Stores,0.099288762,0.008900609
1570,407031166,Auto and Transportation,0.061577611,0.045337419
1571,407031166,Dining Sports and Entertainment,0.063789562,0.021657081
1572,407031166,Hardware Supplies and Homewares,0.291239133,0.064579228
1573,407031166,Luxury and Speciality Stores,0.052025316,0.014429524
1574,407031166,Medical and Personal Care,0.069613003,0.020429006
1575,407031166,Personal Services,0.368960851,0.003777669
1576,407031166,Professional Services,0.087050406,0.090054493
1577,407031166,Retail Food Grocery and Supermarkets,0.344999715,0.043641473
1578,407031166,Trades and Light Manufacturing,0.630478501,0.030789189
1579,407031166,Travel Accommodation and Rentals,0.174751566,0.008430323
1580,407031167,Apparel Discount and Department Stores,0.158679263,0.050549588
1581,407031167,Auto and Transportation,0.095418257,0.037038024
1582,407031167,Dining Sports and Entertainment,0.108721738,0.081865449
1583,407031167,Hardware Supplies and Homewares,0.209393387,0.052703919
1584,407031167,Luxury and Speciality Stores,0.093898625,0.062640563
1585,407031167,Medical and Personal Care,0.043241818,0.010296477
1586,407031167,Personal Services,0.327587585,0.03255596
1587,407031167,Professional Services,0.094470823,0.030486746
1588,407031167,Retail Food Grocery and Supermarkets,0.485657918,0.122375748
1589,407031167,Trades and Light Manufacturing,0.162476618,0.103733502
1590,407031167,Travel Accommodation and Rentals,0.029564024,0.073546984
1591,407031168,Apparel Discount and Department Stores,0.10316453,0.031602051
1592,407031168,Auto and Transportation,0.02985788,0.029948997
1593,407031168,Dining Sports and Entertainment,0.06170262,0.034360036
1594,407031168,Hardware Supplies and Homewares,0.30383606,0.034196492
1595,407031168,Luxury and Speciality Stores,0.155448315,0.014927895
1596,407031168,Medical and Personal Care,0.067792382,0.051377567
1597,407031168,Personal Services,0.915635806,0.003259328
1598,407031168,Professional Services,0.012315484,0.066107987
1599,407031168,Retail Food Grocery and Supermarkets,0.123771011,0.058576298
1600,407031168,Trades and Light Manufacturing,0.074381399,0.171714888
1601,407031168,Travel Accommodation and Rentals,6.79E-18,0.019973275
1602,407031169,Apparel Discount and Department Stores,0.120727428,0.042014785
1603,407031169,Auto and Transportation,0.05230199,0.544252655
1604,407031169,Dining Sports and Entertainment,0.079385786,0.140462702
1605,407031169,Hardware Supplies and Homewares,1,0.003984479
1606,407031169,Luxury and Speciality Stores,0.079186345,0.024677801
1607,407031169,Medical and Personal Care,0.037312112,0.030010563
1608,407031169,Personal Services,0.184830517,0.037681316
1609,407031169,Professional Services,0.066281072,0.026654871
1610,407031169,Retail Food Grocery and Supermarkets,0.434138726,0.08757887
1611,407031169,Travel Accommodation and Rentals,0.032613707,0.024716329
1612,407031170,Apparel Discount and Department Stores,0.234686815,0.009456163
1613,407031170,Auto and Transportation,0.057943958,0.277684315
1614,407031170,Dining Sports and Entertainment,0.150223195,0.048650617
1615,407031170,Hardware Supplies and Homewares,0.475485377,0.01077285
1616,407031170,Luxury and Speciality Stores,0.147419744,0.006704777
1617,407031170,Medical and Personal Care,0.081973417,0.016967283
1618,407031170,Personal Services,0.324188769,0.014090581
1619,407031170,Retail Food Grocery and Supermarkets,0.351025514,0.236242144
1620,407031170,Travel Accommodation and Rentals,0.023535674,0.015547184
