sa2_code_16,mean_TOvsCOS,std_TOvsCOS,mean_rent,std_rent
402021032.0,3.255602666615445,2.1598800744609936,24890.125,21168.1739922328
402041040.0,3.087430955564781,2.1619499717806634,43993.20547945205,36270.157742400035
402041171.0,3.1348224557384032,2.1700164662175383,49880.02379403077,42099.563974327466
401041016.0,3.151129941659338,2.198655071291762,30655.889158575726,26355.31478246193
401061020.0,2.9074301650404877,2.2375098000459093,51380.041025646155,35980.88603078374
403041084.0,3.1652554786175684,2.2380768057331624,42879.83522727273,38432.24076990698
403041071.0,3.309752871572267,2.2443737790256453,27328.73015873016,19959.48852389982
407021174.0,3.246866266406295,2.318670913957527,28255.162715524573,24815.5292650639
401011002.0,3.3745442359420346,2.3294799842030565,54314.440254519686,44241.81648747848
403031069.0,3.1707163114460335,2.3538379883859757,44770.17808219178,41457.700990275654
407021173.0,3.4385203457886844,2.373333417138173,29293.308,23902.886165089374
403021059.0,3.5553362702338576,2.3967059162205206,32702.56976744186,28218.751273718983
404011096.0,3.1499934074091374,2.4217057296248194,44741.52493438582,41839.84054665045
402011025.0,3.04260864244497,2.433912304030759,30560.558695652886,30797.725276572215
401031013.0,3.217532698435898,2.453408024669074,51970.56663647865,45590.56157237048
401021007.0,3.394257126218511,2.55831793391371,42273.92207192797,36482.22837864173
405041125.0,2.9696324136671577,2.569963587832591,27815.745454545453,27871.741632659243
403011056.0,3.4003669230489213,2.5745238498517327,29246.301020408162,21113.8952213002
401021005.0,3.16945783398941,2.662578470300619,29756.525,24090.531673844005
401031012.0,3.369571685873841,2.6714599353691555,52682.22849462903,44766.04917724335
401071024.0,3.502091496341923,2.86778006416843,51169.04942219323,41914.6980573928
404011092.0,3.462863917978862,2.958419404124086,34454.67407407407,31139.326268804674
401071023.0,3.49304226889348,2.963917204348584,44272.338993705285,37125.356697866875
405011114.0,3.6341855448060167,3.0053712701623576,32138.878009630334,27516.158874103054
405021116.0,3.295255736728685,3.09130505043518,38892.86627906977,31598.287876870087
403021062.0,3.9663647240492974,3.4085987964102826,26485.48275862069,22622.964417159124
406021142.0,3.7720399403619784,3.4097701673541505,28555.39236110417,25613.716580182925
403021060.0,3.924253629805812,3.4806508461865624,18944.64236111111,16121.938744400919
407011146.0,3.738975169818909,3.641760057381206,24269.521367522222,22634.638903746694
403041086.0,4.164064547919125,3.675673330912179,30433.112412131148,24394.106506083976
407021154.0,4.351343050898236,3.9352612241214655,27383.852899574747,26262.875427615883
401021003.0,3.821828442261798,3.9753590857561023,25804.425490204703,24384.299517463292
405011110.0,4.670060759346074,4.203526349300509,27591.307765269998,25826.738738768465
407011149.0,5.00090467212564,4.699132792087364,19028.583333329545,15726.825340817593
401021008.0,4.746295990560734,4.778862683458219,18664.665441176472,15597.853949785052
407031170.0,4.123423662520373,4.916437104959777,23614.962962962964,24313.557951503335
407021156.0,6.629485526158512,5.782993945227436,31187.84900989109,32989.08339570208
407011147.0,5.535898883016228,5.825028071678664,27153.848039215685,27437.581595790998
407021151.0,6.701615581159129,6.853960786993406,39476.887566134916,41466.49057706358
405041124.0,5.66407185549707,7.4634291646691535,42393.74213836792,42604.474096517086
405011111.0,6.173796238685465,7.819327602396324,32240.801912565978,29991.38508705137
407021155.0,10.107831322240001,8.750012313790256,42870.91240226867,40037.278435902095
407031164.0,7.333113842411579,9.172170812560859,20864.300632911392,18753.523869220666
407021158.0,10.050588941992011,9.378202860962908,27834.366477272728,28656.570234136158
407021152.0,7.536977500579751,9.444676241942641,17902.99805095645,18582.51869340988
407021157.0,10.490193178794382,11.106278234552954,40206.24537564445,39010.62631697008
407031169.0,10.912633260601567,12.581806978024742,43034.86923879051,41978.913399814446
406011134.0,11.992346227330465,14.002263700327706,29895.006024096387,28029.90592288342
405021118.0,13.05722926359338,15.665956534114045,32725.177392742575,33032.45261509653
405021119.0,13.836035548761092,17.04700809000478,39578.75694445898,38529.337192372746
405031121.0,14.128604528577904,17.056575013653838,21623.891472868218,20349.610461946777
405041127.0,13.956673354659536,18.24762204230595,45858.45020966038,46379.163740271884
407011145.0,15.206173555930222,18.295133785740923,18622.44918698171,18681.935712701612
407021150.0,13.686689563711226,20.21226139536011,30579.281481485923,33270.96923524862
406011131.0,17.71369652864784,20.840957208889336,39728.196236564516,38373.902820018695
405021117.0,16.930194609275752,22.211815119226298,40425.003938537986,43379.26341254434
407031161.0,20.60579460453906,24.103012328557142,36857.612058086364,34644.273494017056
405031120.0,23.395617410350283,25.791068969649864,37125.89082891112,36908.94547796938
406011130.0,21.79253978101079,30.51863895872998,30166.91909776025,29304.79517760983
406011132.0,38.209967977112434,40.225538925311646,33263.526960784315,38276.00165213048
